0,2,1,1,GOLD,198,2
3,0,2,2,PIT,-1,1
3,3,2,3,GOLD,199,1
3,3,3,2,GOLD,199,1
2,0,1,0,PIT,-2,2
3,2,0,2,PIT,-8,8
0,2,0,3,GOLD,175,5
3,3,2,0,GOLD,161,29
0,3,3,0,WUMPUS,-2,2
1,0,2,1,PIT,-1,1
3,2,0,1,WUMPUS,-1,1
3,3,3,1,GOLD,191,9
3,3,2,3,GOLD,192,8
3,3,0,3,STARVATION,-5,45
0,0,0,1,GOLD,199,1
3,3,2,3,WUMPUS,-20,20
1,3,3,1,PIT,-1,1
0,0,0,2,PIT,-8,8
3,1,2,2,GOLD,156,24
1,0,2,2,PIT,-3,3
1,0,2,1,GOLD,196,4
3,3,3,3,GOLD,195,5
3,3,1,0,PIT,-6,6
0,3,0,3,GOLD,199,1
3,0,2,1,GOLD,185,15
2,3,3,3,GOLD,198,2
1,0,1,2,PIT,-5,5
0,3,1,0,PIT,-15,15
3,3,0,1,PIT,-59,49
3,0,2,3,GOLD,182,18
1,3,2,2,PIT,-8,8
0,0,2,3,WUMPUS,-10,10
3,3,3,0,WUMPUS,-1,1
0,2,3,2,PIT,-1,1
0,3,1,0,PIT,-4,4
3,1,1,1,GOLD,198,2
0,3,0,0,PIT,-3,3
2,3,1,2,WUMPUS,-4,4
3,0,3,3,GOLD,197,3
0,0,3,3,PIT,-1,1
0,0,0,0,GOLD,199,1
0,0,3,1,WUMPUS,-6,6
2,0,0,0,STARVATION,-3,33
3,3,1,0,WUMPUS,-26,6
3,3,0,0,WUMPUS,-3,3
3,3,2,2,WUMPUS,-15,15
1,3,1,3,GOLD,193,7
1,0,3,0,WUMPUS,-10,10
3,2,3,0,WUMPUS,-2,2
3,2,3,0,PIT,-2,2
3,0,3,0,GOLD,199,1
3,0,3,0,GOLD,199,1
0,2,1,2,GOLD,196,4
3,0,2,3,WUMPUS,-5,5
3,0,0,1,PIT,-1,1
3,0,0,0,PIT,-11,11
2,0,2,3,WUMPUS,-7,7
3,3,0,2,PIT,-2,2
3,0,2,1,GOLD,197,3
0,3,2,0,WUMPUS,-24,24
0,0,2,1,WUMPUS,-4,4
0,2,3,1,PIT,-1,1
3,1,3,1,PIT,-2,2
3,0,1,3,PIT,-1,1
2,0,2,3,WUMPUS,-1,1
2,0,1,3,WUMPUS,-1,1
3,3,2,0,PIT,-8,8
3,0,0,2,PIT,-2,2
3,2,0,0,PIT,-3,3
1,3,1,3,GOLD,188,2
0,0,3,0,PIT,-30,20
3,1,1,3,WUMPUS,-11,11
0,1,0,0,PIT,-34,24
0,1,2,2,GOLD,189,11
0,2,2,1,STARVATION,-4,54
2,3,1,3,GOLD,199,1
0,1,2,2,WUMPUS,-12,2
3,0,3,1,WUMPUS,-2,2
3,1,0,3,WUMPUS,-13,13
0,0,0,2,GOLD,122,28
1,3,1,2,GOLD,198,2
0,0,1,0,GOLD,198,2
3,0,1,0,PIT,-1,1
2,0,2,0,GOLD,196,4
0,0,1,1,WUMPUS,-20,10
0,2,0,1,GOLD,199,1
2,3,0,2,WUMPUS,-6,6
0,1,2,2,WUMPUS,-3,3
3,3,1,2,PIT,-27,27
1,0,0,1,WUMPUS,-2,2
0,0,3,0,WUMPUS,-27,7
0,3,0,0,PIT,-1,1
1,3,2,1,PIT,-3,3
0,1,0,1,GOLD,197,3
3,3,2,0,PIT,-51,11
3,1,2,1,GOLD,199,1
3,3,0,1,PIT,-10,10
0,1,2,3,PIT,-14,4
3,3,3,2,WUMPUS,-2,2
0,2,1,3,GOLD,198,2
0,2,1,3,GOLD,198,2
